"FECHA" "CODIGO" "LATITUD" "LONGITUD" "ELEVACION" "ESTACION" "MUNICIPIO" "DEPARTAMENTO" "DATO"
"217" "12/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"218" "13/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"219" "14/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"220" "15/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"221" "16/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"222" "17/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"223" "18/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"224" "19/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"225" "20/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"226" "21/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"227" "22/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"228" "23/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"229" "24/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"230" "25/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"231" "26/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"232" "28/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"233" "29/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"234" "30/11/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"235" "01/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"236" "02/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"237" "03/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"238" "05/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"239" "06/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"240" "07/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"241" "08/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"242" "11/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"243" "12/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"244" "13/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"245" "15/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"246" "16/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"247" "17/12/2018" 24035380 6.51 -72.31 4676 "NEVADO DEL COCUY " "GUICÁN" "BOYACÁ" 0
"248" "05/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.8
"249" "06/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"250" "07/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"251" "08/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"252" "09/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"253" "10/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"254" "11/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"255" "12/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"256" "14/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"257" "15/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"258" "20/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"259" "21/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"260" "28/01/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"261" "08/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"262" "09/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -1.1
"263" "10/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"264" "11/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"265" "12/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"266" "13/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"267" "23/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.8
"268" "24/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"269" "25/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"270" "26/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"271" "27/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -2.7
"272" "28/02/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"273" "01/03/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"274" "18/03/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"275" "24/03/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"276" "08/04/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"277" "12/06/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"278" "22/06/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"279" "26/06/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"280" "27/06/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"281" "30/06/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"282" "01/07/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"283" "10/08/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"284" "11/08/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"285" "12/08/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"286" "02/10/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"287" "03/10/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"288" "13/10/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"289" "14/10/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"290" "02/12/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"291" "03/12/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"292" "08/12/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"293" "17/12/2018" 26155250 4.83 -75.38 4413 "PÁRAMO CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"294" "05/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.9
"295" "06/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"296" "07/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.4
"297" "08/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1
"298" "09/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.3
"299" "11/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1
"300" "14/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1
"301" "15/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.4
"302" "20/01/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.2
"303" "07/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.4
"304" "09/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -2.1
"305" "10/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.1
"306" "11/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.8
"307" "23/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"308" "24/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.7
"309" "25/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.2
"310" "26/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.7
"311" "27/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -2.9
"312" "28/02/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.3
"313" "01/03/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.8
"314" "18/03/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.8
"315" "24/03/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" 0
"316" "05/04/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"317" "08/04/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.9
"318" "09/04/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"319" "12/06/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.7
"320" "30/06/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.2
"321" "10/08/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" 0
"322" "12/08/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.2
"323" "17/09/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.2
"324" "03/10/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"325" "13/10/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -2.1
"326" "14/10/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.3
"327" "19/10/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.1
"328" "08/11/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.3
"329" "02/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -1.1
"330" "03/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.7
"331" "04/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.7
"332" "05/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.5
"333" "08/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" 0
"334" "17/12/2018" 26155260 4.84 -75.36 4329 "SENDERO LAGUNA VERDE" "VILLAMARÍA" "CALDAS" -0.6
"335" "02/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"336" "03/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"337" "04/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"338" "05/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.2
"339" "06/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"340" "07/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.5
"341" "08/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.9
"342" "09/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.1
"343" "10/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"344" "11/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.4
"345" "12/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.5
"346" "13/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"347" "14/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"348" "15/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.2
"349" "16/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.2
"350" "17/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"351" "18/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"352" "19/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"353" "20/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.4
"354" "21/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -3.7
"355" "22/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -4.1
"356" "23/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -3.2
"357" "24/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"358" "25/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"359" "26/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.1
"360" "27/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.8
"361" "28/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"362" "30/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"363" "31/01/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"364" "01/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.3
"365" "04/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"366" "06/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"367" "07/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"368" "09/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"369" "10/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"370" "11/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.4
"371" "12/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"372" "13/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"373" "14/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"374" "15/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"375" "16/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"376" "17/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"377" "18/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.5
"378" "20/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"379" "21/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"380" "22/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.3
"381" "23/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.2
"382" "24/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.6
"383" "25/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.4
"384" "26/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -4.4
"385" "27/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -3
"386" "28/02/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"387" "01/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"388" "03/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"389" "04/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.2
"390" "05/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"391" "06/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"392" "07/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"393" "08/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"394" "09/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"395" "10/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.2
"396" "11/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.9
"397" "12/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"398" "13/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.6
"399" "14/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.8
"400" "15/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"401" "16/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"402" "17/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.1
"403" "18/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -2.5
"404" "19/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"405" "20/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"406" "21/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"407" "22/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.1
"408" "23/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.8
"409" "24/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.7
"410" "25/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.5
"411" "26/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.2
"412" "27/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"413" "28/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"414" "31/03/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"415" "01/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"416" "03/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.6
"417" "04/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"418" "05/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.8
"419" "06/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"420" "07/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.4
"421" "08/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1.9
"422" "09/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.2
"423" "10/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"424" "11/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"425" "12/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"426" "13/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"427" "14/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"428" "17/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"429" "18/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -1
"430" "19/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
"431" "20/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.1
"432" "21/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.9
"433" "22/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.3
"434" "23/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.5
"435" "24/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.7
"436" "25/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" 0
"437" "30/04/2018" 26157170 4.82 -75.38 4686 "CONEJERAS" "VILLAMARÍA" "CALDAS" -0.4
